일자,공매도 수량(전체),공매도 수량(잔고수량)
2017-07-11,14764,11549
2017-07-10,3616,9710
2017-07-07,4272,8531
2017-07-06,1378,0
2017-07-05,809,0
2017-07-04,0,0
2017-07-03,211,0
2017-06-30,2072,0
2017-06-29,0,0
2017-06-28,31,8979
2017-06-27,2504,15052
2017-06-26,6443,16109
2017-06-23,734,14712
2017-06-22,733,14286
2017-06-21,1325,13760
2017-06-20,1525,10505
2017-06-19,3006,9603
2017-06-16,3738,6434
2017-06-15,1185,0
2017-06-14,897,0
2017-06-13,3543,0
2017-06-12,10420,0
2017-06-09,5735,0
2017-06-08,16131,0
2017-06-07,3922,7284
2017-06-05,32,0
2017-06-02,394,0
2017-06-01,420,0
2017-05-31,2200,0
2017-05-30,880,0
2017-05-29,3986,0
2017-05-26,2123,0
2017-05-25,2020,0
2017-05-24,0,0
2017-05-23,143,0
2017-05-22,1695,0
2017-05-19,2486,0
2017-05-18,0,0
2017-05-17,1120,0
2017-05-16,200,15174
2017-05-15,44,15765
2017-05-12,488,15765
2017-05-11,224,14254
2017-05-10,158,14371
2017-05-08,0,17351
2017-05-04,2536,17709
2017-05-02,810,18100
2017-04-28,7195,26709
2017-04-27,10536,19790
2017-04-26,5340,23100
2017-04-25,9275,20166
2017-04-24,47,9920
2017-04-21,640,7435
2017-04-20,1454,7368
2017-04-19,1321,7205
2017-04-18,2004,7021
2017-04-17,57,6825
2017-04-14,289,14930
2017-04-13,1102,21681
2017-04-12,3330,21746
2017-04-11,348,21887
2017-04-10,14930,14930
2017-04-07,0,6759
2017-04-06,0,6794
2017-04-05,5261,6763
2017-04-04,3419,6830
2017-04-03,5208,6909
2017-03-31,2966,6832
2017-03-30,5051,0
2017-03-29,6902,0
2017-03-28,4648,0
2017-03-27,422,0
2017-03-24,52,0
2017-03-23,120,0
2017-03-22,711,0
2017-03-21,930,0
2017-03-20,4037,0
2017-03-17,3,7508
2017-03-16,22,7677
2017-03-15,3650,11342
2017-03-14,3463,10392
2017-03-13,0,7756
2017-03-10,5443,10515
2017-03-09,1449,0
2017-03-08,1606,0
2017-03-07,4707,0
2017-03-06,0,0
2017-03-03,50,0
2017-03-02,1007,0
2017-02-28,891,0
2017-02-27,0,0
2017-02-24,1540,0
2017-02-23,98,0
2017-02-22,0,0
2017-02-21,260,0
2017-02-20,524,0
2017-02-17,6300,0
2017-02-16,1920,0
2017-02-15,920,0
2017-02-14,397,0
2017-02-13,1901,0
2017-02-10,0,15289
2017-02-09,1613,21692
2017-02-08,8734,23704
2017-02-07,4619,14970
2017-02-06,3810,13059
2017-02-03,8947,9944
2017-02-02,2111,0
2017-02-01,3319,18978
2017-01-31,150,15659
2017-01-26,3789,15509
2017-01-25,6175,12282
2017-01-24,126,0
2017-01-23,316,0
2017-01-20,4203,8801
2017-01-19,3675,0
2017-01-18,8234,0
2017-01-17,2014,0
2017-01-16,1856,0
2017-01-13,1256,0
2017-01-12,1008,0
2017-01-11,3033,0
2017-01-10,6249,0
2017-01-09,5230,0
2017-01-06,3627,0
2017-01-05,1550,0
2017-01-04,2715,0
2017-01-03,2923,0
2017-01-02,158,0
2016-12-29,316,0
2016-12-28,2586,0
2016-12-27,0,0
2016-12-26,0,0
2016-12-23,0,0
2016-12-22,64,0
2016-12-21,44,0
2016-12-20,0,0
